timestamp,mid,x,y,z,mpry,pitch,roll,yaw,vgx,vgy,vgz,templ,temph,tof,h,bat,baro,time,agx,agy,agz,t_s,vxy,h_fused,dt_s,flight_mask,yaw_unwrapped_deg,vx_body_m_s,vy_body_m_s,vz_odom_m_s,vx_world_m_s,vy_world_m_s,vz_fused_m_s,az_world_dyn_m_s2,z_meas_m,x_m,y_m,z_m,step_dist_2d_m,step_dist_3d_m,dist_2d_m,dist_3d_m
1773321535.5918531,-1,-100,-100,-100,"0,0,0",0,0,0,0,0,0,51,54,10,0,100,2.94,0,9.0,-23.0,-987.0,6.225013256072998,0.0,6.0,0.10542011260986328,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.870713916435193,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1773321535.6936488,-1,-100,-100,-100,"0,0,0",0,0,0,0,0,0,51,54,10,0,100,2.95,0,3.0,-14.0,-1000.0,6.326808929443359,0.0,6.0,0.10179567337036133,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2739236796236355,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1773321535.7961988,-1,-100,-100,-100,"0,0,0",0,0,0,0,0,0,51,54,10,0,100,2.99,0,10.0,-3.0,-1001.0,6.429358959197998,0.0,6.0,0.10255002975463867,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5964914901743441,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1773321535.896922,-1,-100,-100,-100,"0,0,0",0,0,0,0,0,0,51,54,10,0,100,3.01,0,5.0,-15.0,-995.0,6.5300822257995605,0.0,6.0,0.1007232666015625,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2545457386149792,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1773321536.000611,-1,-100,-100,-100,"0,0,0",0,0,0,0,0,0,51,54,10,0,100,3.0,0,6.0,-14.0,-996.0,6.633771181106567,0.0,6.0,0.10368895530700684,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5809891373673963,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1773321536.103193,-1,-100,-100,-100,"0,0,0",0,0,0,0,0,0,51,54,10,0,100,3.0,0,16.0,-10.0,-992.0,6.736353158950806,0.0,6.0,0.10258197784423828,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6421438563694437,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1773321536.20723,-1,-100,-100,-100,"0,0,0",0,0,0,0,0,0,51,54,10,0,100,3.0,0,12.0,21.0,-994.0,6.840390205383301,0.0,6.0,0.10403704643249512,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.09106763157115,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1773321536.3096042,-1,-100,-100,-100,"0,0,0",0,0,0,0,0,0,51,54,10,0,100,3.0,0,-6.0,-3.0,-1015.0,6.9427642822265625,0.0,6.0,0.10237407684326172,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7497933482675307,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1773321536.415027,-1,-100,-100,-100,"0,0,0",0,0,0,0,0,0,50,54,10,0,100,3.0,0,23.0,-3.0,-1029.0,7.048187017440796,0.0,6.0,0.1054227352142334,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1773321536.5205371,-1,-100,-100,-100,"0,0,0",-1,1,0,0,0,0,50,54,10,0,100,3.0,0,17.0,-5.0,-1130.0,7.15369725227356,0.0,6.0,0.10551023483276367,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1773321536.626118,-1,-100,-100,-100,"0,0,0",-2,0,0,0,0,2,50,54,16,0,100,3.0,0,-21.0,-1.0,-1303.0,7.259278059005737,0.0,9.6,0.10558080673217773,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.042232322692871097,-4.0,0.096,0.0,0.0,0.03572464637994781,0.0,0.03572464637994781,0.0,0.03572464637994781
1773321536.731555,-1,-100,-100,-100,"0,0,0",0,0,0,0,0,5,50,54,13,0,100,3.0,0,52.0,-12.0,-1280.0,7.364715099334717,0.0,7.8,0.10543704032897949,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04639804840087891,-4.0,0.078,0.0,0.0,0.04969954408771104,0.0,0.01397489770776323,0.0,0.04969954408771104
1773321536.836992,-1,-100,-100,-100,"0,0,0",2,-1,0,0,0,7,50,54,16,10,100,3.18,0,-5.0,-18.0,-1157.0,7.470152139663696,0.0,13.6,0.10543704032897949,1,0.0,0.0,0.0,0.0296875,0.0,0.0,-0.02009587097167969,-4.0,0.136,0.0,0.0,0.08294841695777445,0.0,0.033248872870063416,0.0,0.08294841695777445
1773321536.937533,-1,-100,-100,-100,"0,0,0",1,-1,0,0,0,8,50,54,22,10,100,3.31,0,-2.0,-4.0,-1061.0,7.570693016052246,0.0,17.2,0.1005408763885498,1,0.0,0.0,0.0,0.042265625,0.0,0.0,-0.004186875152587886,-4.0,0.172,0.0,0.0,0.1183164789163623,0.0,0.03536806195858784,0.0,0.1183164789163623
1773321537.043006,-1,-100,-100,-100,"0,0,0",0,0,0,0,0,8,50,54,31,20,100,3.36,1,11.0,-4.0,-1013.0,7.67616605758667,0.0,26.599999999999998,0.10547304153442383,1,0.0,0.0,0.0,0.05169921875,0.0,0.0,0.003921392745971683,-4.0,0.26599999999999996,0.0,0.0,0.17763804808179856,0.0,0.059321569165436266,0.0,0.17763804808179856
