t_s,dt_s,yaw,yaw_unwrapped_deg,vgx,vgy,vxy,vx_world_m_s,vy_world_m_s,h,tof,h_fused,x_m,y_m,step_dist_m,dist_2d_m
3.6083712577819824,0.10299229621887207,-84,-84.0,0,0,0.0,0.0,0.0,0,10,6.0,0.0,0.0,0.0,0.0
3.711215019226074,0.1028437614440918,-84,-84.0,0,0,0.0,0.0,0.0,0,10,6.0,0.0,0.0,0.0,0.0
3.8125641345977783,0.1013491153717041,-84,-84.0,0,0,0.0,0.0,0.0,0,10,6.0,0.0,0.0,0.0,0.0
3.9179508686065674,0.10538673400878906,-84,-84.0,0,0,0.0,0.0,0.0,0,10,6.0,0.0,0.0,0.0,0.0
4.018631219863892,0.10068035125732422,-84,-84.0,0,0,0.0,0.0,0.0,0,10,6.0,0.0,0.0,0.0,0.0
4.124056100845337,0.10542488098144531,-84,-84.0,0,0,0.0,0.0,0.0,0,10,6.0,0.0,0.0,0.0,0.0
4.228513956069946,0.10445785522460938,-84,-84.0,0,0,0.0,0.0,0.0,0,10,6.0,0.0,0.0,0.0,0.0
4.328861236572266,0.10034728050231934,-84,-84.0,0,0,0.0,0.0,0.0,0,10,6.0,0.0,0.0,0.0,0.0
4.434423923492432,0.10556268692016602,-83,-83.0,0,0,0.0,0.0,0.0,0,10,6.0,0.0,0.0,0.0,0.0
4.537116050720215,0.1026921272277832,-83,-83.0,0,0,0.0,0.0,0.0,0,10,6.0,0.0,0.0,0.0,0.0
4.642046928405762,0.10493087768554688,-83,-83.0,0,0,0.0,0.0,0.0,0,10,6.0,0.0,0.0,0.0,0.0
4.7457311153411865,0.1036841869354248,-83,-83.0,0,0,0.0,0.0,0.0,0,15,9.0,0.0,0.0,0.0,0.0
4.84868597984314,0.10295486450195312,-83,-83.0,0,0,0.0,0.0,0.0,10,23,17.799999999999997,0.0,0.0,0.0,0.0
4.954183101654053,0.10549712181091309,-83,-83.0,0,0,0.0,0.0,0.0,10,23,17.799999999999997,0.0,0.0,0.0,0.0
5.056833982467651,0.10265088081359863,-83,-83.0,0,0,0.0,0.0,0.0,30,40,36.0,0.0,0.0,0.0,0.0
5.161773920059204,0.10493993759155273,-83,-83.0,0,0,0.0,0.0,0.0,30,40,36.0,0.0,0.0,0.0,0.0
5.266125917434692,0.10435199737548828,-83,-83.0,0,0,0.0,0.0,0.0,40,54,48.4,0.0,0.0,0.0,0.0
5.366901874542236,0.10077595710754395,-83,-83.0,0,0,0.0,0.0,0.0,40,60,52.0,0.0,0.0,0.0,0.0
5.472289085388184,0.10538721084594727,-83,-83.0,0,0,0.0,0.0,0.0,40,60,52.0,0.0,0.0,0.0,0.0
5.572969913482666,0.10068082809448242,-83,-83.0,0,0,0.0,0.0,0.0,50,69,61.4,0.0,0.0,0.0,0.0
5.67693305015564,0.10396313667297363,-83,-83.0,0,0,0.0,0.0,0.0,50,69,61.4,0.0,0.0,0.0,0.0
5.778230905532837,0.10129785537719727,-83,-83.0,0,0,0.0,0.0,0.0,60,76,69.6,0.0,0.0,0.0,0.0
5.883676052093506,0.10544514656066895,-83,-83.0,0,0,0.0,0.0,0.0,60,80,72.0,0.0,0.0,0.0,0.0
5.98514199256897,0.10146594047546387,-83,-83.0,0,0,0.0,0.0,0.0,60,80,72.0,0.0,0.0,0.0,0.0
6.08553409576416,0.10039210319519043,-83,-83.0,0,0,0.0,0.0,0.0,60,82,73.19999999999999,0.0,0.0,0.0,0.0
6.189885139465332,0.10435104370117188,-83,-83.0,0,0,0.0,0.0,0.0,60,82,73.19999999999999,0.0,0.0,0.0,0.0
6.294810056686401,0.10492491722106934,-83,-83.0,0,0,0.0,0.0,0.0,60,85,75.0,0.0,0.0,0.0,0.0
6.398730039596558,0.10391998291015625,-83,-83.0,0,0,0.0,0.0,0.0,60,85,75.0,0.0,0.0,0.0,0.0
6.5019190311431885,0.10318899154663086,-83,-83.0,0,0,0.0,0.0,0.0,60,85,75.0,0.0,0.0,0.0,0.0
6.602232933044434,0.10031390190124512,-83,-83.0,0,0,0.0,0.0,0.0,70,87,80.19999999999999,0.0,0.0,0.0,0.0
6.706707954406738,0.10447502136230469,-83,-83.0,0,0,0.0,0.0,0.0,70,87,80.19999999999999,0.0,0.0,0.0,0.0
6.8120810985565186,0.10537314414978027,-83,-83.0,0,0,0.0,0.0,0.0,70,87,80.19999999999999,0.0,0.0,0.0,0.0
6.917541027069092,0.10545992851257324,-83,-83.0,0,0,0.0,0.0,0.0,70,87,80.19999999999999,0.0,0.0,0.0,0.0
7.023006916046143,0.10546588897705078,-83,-83.0,0,0,0.0,0.0,0.0,70,87,80.19999999999999,0.0,0.0,0.0,0.0
7.124179124832153,0.10117220878601074,-83,-83.0,0,0,0.0,0.0,0.0,70,87,80.19999999999999,0.0,0.0,0.0,0.0
7.228123188018799,0.10394406318664551,-83,-83.0,0,0,0.0,0.0,0.0,70,87,80.19999999999999,0.0,0.0,0.0,0.0
7.333615064620972,0.10549187660217285,-83,-83.0,0,0,0.0,0.0,0.0,70,87,80.19999999999999,0.0,0.0,0.0,0.0
7.437252044677734,0.1036369800567627,-83,-83.0,0,0,0.0,0.0,0.0,70,86,79.6,0.0,0.0,0.0,0.0
7.539550065994263,0.10229802131652832,-83,-83.0,0,0,0.0,0.0,0.0,70,86,79.6,0.0,0.0,0.0,0.0
7.644953012466431,0.10540294647216797,-83,-83.0,0,0,0.0,0.0,0.0,70,86,79.6,0.0,0.0,0.0,0.0
7.748331069946289,0.1033780574798584,-83,-83.0,0,0,0.0,0.0,0.0,70,86,79.6,0.0,0.0,0.0,0.0
7.849671125411987,0.10134005546569824,-83,-83.0,0,0,0.0,0.0,0.0,70,85,79.0,0.0,0.0,0.0,0.0
7.951006889343262,0.10133576393127441,-83,-83.0,0,0,0.0,0.0,0.0,70,85,79.0,0.0,0.0,0.0,0.0
8.051685094833374,0.1006782054901123,-83,-83.0,0,0,0.0,0.0,0.0,70,84,78.4,0.0,0.0,0.0,0.0
8.156203985214233,0.10451889038085938,-83,-83.0,0,0,0.0,0.0,0.0,70,83,77.8,0.0,0.0,0.0,0.0
8.256598949432373,0.10039496421813965,-83,-83.0,0,0,0.0,0.0,0.0,70,83,77.8,0.0,0.0,0.0,0.0
8.35875391960144,0.10215497016906738,-83,-83.0,0,0,0.0,0.0,0.0,70,82,77.19999999999999,0.0,0.0,0.0,0.0
8.461246967315674,0.1024930477142334,-83,-83.0,0,0,0.0,0.0,0.0,70,82,77.19999999999999,0.0,0.0,0.0,0.0
8.561950206756592,0.10070323944091797,-83,-83.0,0,0,0.0,0.0,0.0,70,82,77.19999999999999,0.0,0.0,0.0,0.0
8.665549993515015,0.10359978675842285,-83,-83.0,0,0,0.0,0.0,0.0,60,81,72.6,0.0,0.0,0.0,0.0
8.765866994857788,0.10031700134277344,-83,-83.0,0,0,0.0,0.0,0.0,60,81,72.6,0.0,0.0,0.0,0.0
8.868833065032959,0.1029660701751709,-83,-83.0,0,0,0.0,0.0,0.0,60,81,72.6,0.0,0.0,0.0,0.0
